order_id,order_date,product,state,city,pin_code,quantity,price,platform,latitude,longitude
ORD000068,2026-05-22,Energy Drink,Telangana,Hyderabad,500001,4,99,Zepto,17.375805757657663,78.50219934405017
ORD000069,2026-04-04,Protein Bar,Maharashtra,Nashik,422001,3,129,Swiggy Instamart,19.998067467076638,73.77647938483796
ORD000070,2026-06-20,Protein Bar,Maharashtra,Pune,411001,3,249,Swiggy Instamart,18.528535172173694,73.84439135683566
ORD000071,2026-03-02,Energy Drink,Maharashtra,Thane,400601,2,249,Zepto,19.22057459934604,72.99117142754282
ORD000072,2026-03-27,Shampoo,Maharashtra,Thane,400601,2,149,Zepto,19.202225167654387,72.97994633858532
ORD000073,2026-04-08,Protein Bar,Maharashtra,Mumbai,400050,4,129,Zepto,19.062198827942485,72.83731822871776
ORD000074,2026-03-31,Face Wash,Karnataka,Bengaluru,560001,2,129,Zepto,12.95923049289122,77.58139543386916
ORD000075,2026-04-13,Face Wash,Maharashtra,Pune,411001,3,79,Blinkit,18.525619415656166,73.85966984673233
ORD000076,2026-06-14,Coffee,Gujarat,Ahmedabad,380001,4,199,Zepto,23.02500492850346,72.57486448209497
ORD000077,2026-03-08,Energy Drink,Maharashtra,Mumbai,400050,5,149,Zepto,19.052799752784214,72.8318225369716
ORD000078,2026-06-02,Shampoo,Maharashtra,Mumbai,400050,3,199,Blinkit,19.062530724732987,72.82235648581974
ORD000079,2026-05-11,Protein Bar,Telangana,Hyderabad,500001,4,129,Blinkit,17.40365774511145,78.49143832920912
ORD000080,2026-04-22,Protein Bar,Maharashtra,Mumbai,400001,5,129,Blinkit,19.064086965027975,72.88426553608635
ORD000081,2026-01-18,Snacks,Gujarat,Surat,395003,3,199,Swiggy Instamart,21.16045318329773,72.83897084603743
ORD000082,2026-03-18,Coffee,Maharashtra,Mumbai,400050,3,249,Blinkit,19.071185955790074,72.82129317681648
ORD000083,2026-06-28,Face Wash,Gujarat,Surat,395003,5,99,Zepto,21.179833761292443,72.83522780926937
ORD000084,2026-06-20,Shampoo,Gujarat,Surat,395003,2,149,Blinkit,21.178420601599946,72.85006792982655
ORD000085,2026-01-01,Face Wash,Delhi,New Delhi,110001,3,129,Blinkit,28.61144611883997,77.20146263835643
ORD000086,2026-06-05,Snacks,Telangana,Hyderabad,500001,3,299,Blinkit,17.376104855703748,78.47854189715035
ORD000087,2026-06-22,Energy Drink,Karnataka,Bengaluru,560001,5,299,Swiggy Instamart,12.970828982905859,77.59801151974817
ORD000088,2026-06-18,Protein Bar,Maharashtra,Thane,400601,3,199,Zepto,19.2210669079933,72.98637183249036
ORD000089,2026-06-22,Face Wash,Maharashtra,Pune,411001,2,129,Zepto,18.520530018918777,73.87123534077158
ORD000090,2026-01-12,Energy Drink,Maharashtra,Mumbai,400001,4,79,Blinkit,19.07335343166762,72.9049016916659
ORD000091,2026-06-11,Coffee,Gujarat,Surat,395003,2,249,Blinkit,21.176456673477652,72.82252842443584
ORD000092,2026-03-04,Energy Drink,Gujarat,Surat,395003,1,79,Blinkit,21.15949107501939,72.83592472415243
ORD000093,2026-02-15,Snacks,Maharashtra,Pune,411001,5,299,Zepto,18.51816537214674,73.86384000494093
ORD000094,2026-03-05,Protein Bar,Delhi,New Delhi,110001,4,99,Blinkit,28.618632376245735,77.20827171087343
ORD000095,2026-05-24,Coffee,Delhi,New Delhi,110001,3,299,Swiggy Instamart,28.605432062819318,77.19385152775314
ORD000096,2026-04-20,Coffee,Delhi,New Delhi,110001,4,99,Swiggy Instamart,28.60943485047933,77.21756398794324
ORD000097,2026-04-26,Face Wash,Karnataka,Bengaluru,560001,2,149,Swiggy Instamart,12.973740937441303,77.58214261221288
ORD000098,2026-06-10,Energy Drink,Karnataka,Bengaluru,560001,3,299,Zepto,12.973331809258513,77.59845317379728
ORD000099,2026-03-02,Face Wash,Maharashtra,Nashik,422001,3,199,Swiggy Instamart,19.997061425637987,73.78123725105947
ORD000100,2026-02-05,Energy Drink,Maharashtra,Mumbai,400050,2,249,Swiggy Instamart,19.060182087184458,72.81807029702169
ORD000101,2026-02-24,Protein Bar,Maharashtra,Thane,400601,4,249,Blinkit,19.221877873603482,72.98370784526368
ORD000102,2026-04-30,Shampoo,Delhi,New Delhi,110001,1,129,Blinkit,28.624730512431753,77.21953802052035
ORD000103,2026-05-30,Snacks,Gujarat,Surat,395003,1,249,Blinkit,21.15642330632043,72.82172174960085
ORD000104,2026-04-01,Face Wash,Maharashtra,Mumbai,400001,4,249,Swiggy Instamart,19.081150352672086,72.88283785950912
ORD000105,2026-06-04,Energy Drink,Delhi,New Delhi,110001,4,129,Blinkit,28.619050476863062,77.24752731490655
ORD000106,2026-05-05,Protein Bar,Gujarat,Surat,395003,4,199,Swiggy Instamart,21.175908905106933,72.84245565640181
ORD000107,2026-02-12,Shampoo,Gujarat,Surat,395003,2,49,Blinkit,21.179740017634934,72.83761391251306
ORD000108,2026-05-25,Snacks,Telangana,Hyderabad,500001,1,79,Swiggy Instamart,17.3818473075536,78.49428969220493
ORD000109,2026-02-04,Shampoo,Gujarat,Surat,395003,2,49,Blinkit,21.162471747854624,72.8287318139326
ORD000110,2026-03-25,Energy Drink,Gujarat,Surat,395003,4,199,Blinkit,21.16534636452171,72.83191874139386
ORD000111,2026-03-13,Shampoo,Gujarat,Surat,395003,3,79,Blinkit,21.193346585666735,72.8124273480741
ORD000112,2026-05-19,Protein Bar,Maharashtra,Mumbai,400001,3,129,Swiggy Instamart,19.082862601903745,72.86157284128811
ORD000113,2026-06-16,Protein Bar,Maharashtra,Mumbai,400050,1,129,Zepto,19.054880681342105,72.84038950596967
ORD000114,2026-06-09,Energy Drink,Maharashtra,Mumbai,400001,2,99,Blinkit,19.076642800190957,72.86692255222071
ORD000115,2026-05-25,Energy Drink,Maharashtra,Mumbai,400050,4,149,Blinkit,19.0524469629074,72.83629597748934
ORD000116,2026-06-05,Coffee,Maharashtra,Thane,400601,1,99,Blinkit,19.21099633368283,72.98026458589582
ORD000117,2026-05-29,Protein Bar,Maharashtra,Mumbai,400050,3,249,Blinkit,19.06005571839904,72.82298399652393
ORD000118,2026-01-20,Coffee,Maharashtra,Pune,411001,2,79,Swiggy Instamart,18.541839440893252,73.86303919022319
ORD000119,2026-06-25,Coffee,Maharashtra,Nashik,422001,1,49,Blinkit,19.985648574133425,73.7815645431477
ORD000120,2026-04-20,Snacks,Delhi,New Delhi,110001,3,79,Swiggy Instamart,28.607282135352317,77.21752433334797
ORD000121,2026-01-04,Shampoo,Gujarat,Ahmedabad,380001,4,79,Blinkit,23.014574792615672,72.57025263558533
ORD000122,2026-06-12,Shampoo,Gujarat,Ahmedabad,380001,2,249,Zepto,23.027549872789805,72.58005755194169
ORD000123,2026-06-16,Face Wash,Delhi,New Delhi,110001,5,299,Blinkit,28.601897035929444,77.2056549876416
ORD000124,2026-06-01,Face Wash,Gujarat,Surat,395003,3,129,Zepto,21.16545054688839,72.82456670767426
ORD000125,2026-04-26,Energy Drink,Maharashtra,Nashik,422001,4,249,Blinkit,20.023554542402813,73.78374981710961
ORD000126,2026-05-07,Face Wash,Maharashtra,Mumbai,400001,2,299,Zepto,19.06339116045665,72.88687861947055
ORD000127,2026-03-08,Face Wash,Gujarat,Ahmedabad,380001,3,149,Swiggy Instamart,23.043721561970127,72.5817246526055
ORD000128,2026-05-13,Energy Drink,Maharashtra,Mumbai,400001,1,129,Swiggy Instamart,19.06080630034046,72.87285765927135
ORD000129,2026-05-06,Coffee,Gujarat,Surat,395003,2,299,Swiggy Instamart,21.18286911149187,72.82402330534381
ORD000130,2026-04-25,Protein Bar,Karnataka,Bengaluru,560001,1,149,Zepto,12.976038194281463,77.6023463405343
ORD000131,2026-06-27,Energy Drink,Gujarat,Surat,395003,3,199,Blinkit,21.16093069528422,72.83050474643939
ORD000132,2026-05-16,Face Wash,Delhi,New Delhi,110001,4,199,Blinkit,28.58148732659931,77.19875612358666
ORD000133,2026-03-11,Face Wash,Karnataka,Bengaluru,560001,3,129,Zepto,12.969074318486069,77.58212216818035
ORD000134,2026-03-22,Protein Bar,Maharashtra,Pune,411001,5,99,Zepto,18.536724113039316,73.8423985862204
ORD000135,2026-05-04,Face Wash,Maharashtra,Pune,411001,5,149,Zepto,18.51599955513303,73.85800740577287
ORD000136,2026-03-17,Energy Drink,Maharashtra,Pune,411001,3,99,Blinkit,18.53481273289066,73.84234137848821
ORD000137,2026-05-17,Energy Drink,Maharashtra,Mumbai,400001,3,49,Zepto,19.08763163752155,72.8778023306102
ORD000138,2026-03-16,Snacks,Delhi,New Delhi,110001,2,299,Zepto,28.604084913489523,77.21362103474263
ORD000139,2026-05-27,Face Wash,Maharashtra,Mumbai,400001,4,299,Blinkit,19.077990596955736,72.87169783122842
ORD000140,2026-02-17,Protein Bar,Gujarat,Ahmedabad,380001,3,299,Zepto,23.0231980208499,72.56754686403139
ORD000141,2026-04-13,Shampoo,Maharashtra,Mumbai,400050,1,49,Zepto,19.060735173452514,72.83612130674521
ORD000142,2026-05-25,Face Wash,Maharashtra,Thane,400601,1,129,Zepto,19.234160168161452,72.96572184501173
ORD000143,2026-04-17,Coffee,Delhi,New Delhi,110001,5,129,Swiggy Instamart,28.635230333746563,77.18947912200478
ORD000144,2026-04-26,Shampoo,Gujarat,Surat,395003,3,249,Blinkit,21.168682149049644,72.83698317206485
ORD000145,2026-06-08,Protein Bar,Telangana,Hyderabad,500001,5,79,Zepto,17.387809918677352,78.4804730048018
ORD000146,2026-03-09,Snacks,Maharashtra,Pune,411001,1,99,Zepto,18.518318777496425,73.85176999065341
ORD000147,2026-05-22,Protein Bar,Maharashtra,Thane,400601,2,49,Blinkit,19.212406352430556,72.98659602097021
ORD000148,2026-06-26,Coffee,Karnataka,Bengaluru,560001,4,149,Zepto,12.97517015485965,77.5876709040474
ORD000149,2026-03-15,Snacks,Maharashtra,Pune,411001,3,299,Zepto,18.52939599875433,73.85977299520877
ORD000150,2026-03-09,Snacks,Maharashtra,Pune,411001,5,129,Blinkit,18.52852862118839,73.86299628841924
ORD000151,2026-05-20,Energy Drink,Maharashtra,Mumbai,400050,2,149,Zepto,19.05131004989078,72.82389818959803
ORD000152,2026-01-16,Energy Drink,Maharashtra,Mumbai,400050,3,149,Blinkit,19.067072936051233,72.83560370265432
ORD000153,2026-04-30,Snacks,Maharashtra,Mumbai,400050,3,249,Blinkit,19.059390984060357,72.83067327383309
ORD000154,2026-05-19,Shampoo,Delhi,New Delhi,110001,4,79,Swiggy Instamart,28.626676648957886,77.20308428611165
ORD000155,2026-04-21,Snacks,Maharashtra,Mumbai,400001,3,149,Zepto,19.0814709738117,72.87567807347567
ORD000156,2026-02-28,Snacks,Maharashtra,Mumbai,400050,5,49,Swiggy Instamart,19.05742318796773,72.84048776851986
ORD000157,2026-05-28,Protein Bar,Maharashtra,Nashik,422001,2,299,Swiggy Instamart,20.01415416348988,73.78783509636001
ORD000158,2026-03-13,Energy Drink,Karnataka,Bengaluru,560001,5,249,Swiggy Instamart,12.984654788071543,77.59481003841633
ORD000159,2026-01-24,Shampoo,Karnataka,Bengaluru,560001,3,249,Blinkit,12.97841952971295,77.59149733243406
ORD000160,2026-06-21,Protein Bar,Gujarat,Ahmedabad,380001,2,199,Blinkit,23.025741663524887,72.57009856945632
ORD000161,2026-03-15,Snacks,Karnataka,Bengaluru,560001,4,49,Blinkit,12.972569959649928,77.60055157025437
ORD000162,2026-03-22,Face Wash,Maharashtra,Mumbai,400050,3,79,Blinkit,19.051417793167666,72.85042387275685
ORD000163,2026-01-01,Snacks,Delhi,New Delhi,110001,5,299,Blinkit,28.603839826185006,77.19685811387212
ORD000164,2026-02-18,Coffee,Maharashtra,Mumbai,400001,3,299,Swiggy Instamart,19.087581108735,72.88561662693964
ORD000165,2026-01-14,Energy Drink,Karnataka,Bengaluru,560001,3,99,Blinkit,12.977841198170522,77.60088345509264
ORD000166,2026-06-28,Shampoo,Karnataka,Bengaluru,560001,1,49,Swiggy Instamart,12.971477532271532,77.58562745628514
ORD000167,2026-03-03,Snacks,Telangana,Hyderabad,500001,2,149,Swiggy Instamart,17.385758045581937,78.47992838288488
ORD000168,2026-05-22,Shampoo,Maharashtra,Mumbai,400001,1,129,Zepto,19.08575119733418,72.87622942618498
ORD000169,2026-01-31,Snacks,Karnataka,Bengaluru,560001,2,299,Swiggy Instamart,12.963345028032075,77.59138614158347
ORD000170,2026-05-11,Snacks,Maharashtra,Nashik,422001,3,249,Blinkit,20.010029314542756,73.77406275447197
ORD000171,2026-03-04,Shampoo,Karnataka,Bengaluru,560001,5,99,Blinkit,12.963377796044336,77.59703687211491
ORD000172,2026-06-03,Coffee,Maharashtra,Pune,411001,2,79,Blinkit,18.522849665711085,73.85163056824629
ORD000173,2026-03-29,Coffee,Gujarat,Surat,395003,3,49,Blinkit,21.16548961694382,72.83342049937359
ORD000174,2026-05-31,Coffee,Maharashtra,Nashik,422001,4,99,Blinkit,19.991419156585028,73.76562536225624
ORD000175,2026-05-04,Face Wash,Delhi,New Delhi,110001,3,249,Blinkit,28.606715557787478,77.20686552848288
ORD000176,2026-02-18,Snacks,Gujarat,Ahmedabad,380001,2,249,Zepto,23.025609075655982,72.58615356216949
ORD000177,2026-01-12,Face Wash,Gujarat,Surat,395003,4,249,Blinkit,21.178776596232023,72.82950061470038
ORD000178,2026-05-07,Protein Bar,Maharashtra,Thane,400601,2,199,Zepto,19.218109837920974,72.96807470635362
ORD000179,2026-01-26,Coffee,Karnataka,Bengaluru,560001,4,49,Swiggy Instamart,12.971414868640077,77.5917134136108
ORD000180,2026-04-15,Snacks,Maharashtra,Thane,400601,2,79,Blinkit,19.22152718560338,72.96982769056447
ORD000181,2026-03-28,Coffee,Maharashtra,Nashik,422001,4,79,Blinkit,20.011093465142412,73.79502738913003
ORD000182,2026-04-08,Face Wash,Delhi,New Delhi,110001,4,49,Swiggy Instamart,28.612812398515434,77.21301711722099
ORD000183,2026-03-02,Snacks,Maharashtra,Mumbai,400050,3,129,Swiggy Instamart,19.06650143991711,72.82548779528113
ORD000184,2026-04-22,Protein Bar,Maharashtra,Mumbai,400050,1,299,Zepto,19.061840924818103,72.82962592400781
ORD000185,2026-01-08,Protein Bar,Maharashtra,Nashik,422001,3,49,Blinkit,20.006876760985488,73.77196990216144
ORD000186,2026-04-06,Shampoo,Gujarat,Ahmedabad,380001,2,129,Swiggy Instamart,23.02274510174259,72.57637998291246
ORD000187,2026-05-25,Snacks,Gujarat,Surat,395003,2,99,Zepto,21.18471143607795,72.84069270826086
ORD000188,2026-06-06,Shampoo,Maharashtra,Mumbai,400050,5,129,Blinkit,19.081131824575117,72.82182652437112
ORD000189,2026-02-06,Energy Drink,Telangana,Hyderabad,500001,4,149,Blinkit,17.39372320636721,78.48853342005738
ORD000190,2026-06-20,Protein Bar,Maharashtra,Nashik,422001,4,149,Swiggy Instamart,20.02779802933218,73.77161701714645
ORD000191,2026-02-10,Protein Bar,Delhi,New Delhi,110001,4,199,Swiggy Instamart,28.605502781578192,77.20300607354557
ORD000192,2026-06-13,Shampoo,Maharashtra,Nashik,422001,3,299,Blinkit,19.9846610427569,73.7744424497832
ORD000193,2026-04-09,Shampoo,Maharashtra,Pune,411001,1,129,Blinkit,18.512808673384463,73.85820393786477
ORD000194,2026-04-02,Coffee,Telangana,Hyderabad,500001,3,149,Zepto,17.388417559757773,78.50546170839216
ORD000195,2026-03-12,Protein Bar,Gujarat,Surat,395003,5,49,Swiggy Instamart,21.179704238381863,72.82533096344338
ORD000196,2026-03-15,Energy Drink,Karnataka,Bengaluru,560001,5,199,Zepto,12.962615853286517,77.59951919171506
ORD000197,2026-06-08,Face Wash,Maharashtra,Pune,411001,2,79,Swiggy Instamart,18.50719766792979,73.87501458765854
ORD000198,2026-03-21,Shampoo,Maharashtra,Mumbai,400001,1,199,Swiggy Instamart,19.087794401207212,72.87300824347896
ORD000199,2026-01-24,Face Wash,Maharashtra,Thane,400601,3,249,Zepto,19.20116865470909,72.99163872374166
ORD000200,2026-02-03,Coffee,Maharashtra,Pune,411001,3,149,Zepto,18.519254601547473,73.86907816311974
ORD000201,2026-05-04,Face Wash,Maharashtra,Nashik,422001,3,79,Blinkit,19.989955723412056,73.77370624977047
ORD000202,2026-02-06,Energy Drink,Maharashtra,Mumbai,400050,4,199,Zepto,19.059652436997183,72.82996980593764
ORD000203,2026-01-04,Face Wash,Gujarat,Surat,395003,5,79,Blinkit,21.16569934528521,72.83732849932348
ORD000204,2026-06-22,Snacks,Gujarat,Ahmedabad,380001,3,249,Swiggy Instamart,23.011823795706174,72.56997620514979
ORD000205,2026-01-28,Snacks,Gujarat,Ahmedabad,380001,2,299,Zepto,23.02370295631712,72.57654438834058
ORD000206,2026-05-24,Face Wash,Telangana,Hyderabad,500001,5,129,Swiggy Instamart,17.39211614878089,78.47545357908162
ORD000207,2026-06-12,Shampoo,Maharashtra,Mumbai,400050,3,249,Zepto,19.044258858292643,72.84227676821898
ORD000208,2026-01-12,Protein Bar,Maharashtra,Thane,400601,3,299,Zepto,19.221623140119796,72.97061513463443
ORD000209,2026-03-02,Coffee,Maharashtra,Mumbai,400050,2,249,Blinkit,19.075111519755225,72.83065674634292
ORD000210,2026-06-21,Snacks,Gujarat,Ahmedabad,380001,5,249,Swiggy Instamart,23.03429297184064,72.5720751848141
ORD000211,2026-04-17,Snacks,Maharashtra,Thane,400601,1,299,Swiggy Instamart,19.23890747924882,72.99565340842443
ORD000212,2026-03-13,Protein Bar,Gujarat,Surat,395003,3,129,Blinkit,21.16771035851521,72.84081570950956
ORD000213,2026-03-02,Face Wash,Karnataka,Bengaluru,560001,1,199,Swiggy Instamart,12.978053759495852,77.60828631557533
ORD000214,2026-01-16,Shampoo,Gujarat,Ahmedabad,380001,3,129,Zepto,23.012850765394198,72.57826051459998
ORD000215,2026-01-24,Snacks,Karnataka,Bengaluru,560001,2,49,Zepto,12.982184244868497,77.57701260513576
ORD000216,2026-03-04,Energy Drink,Gujarat,Ahmedabad,380001,5,129,Zepto,23.010667414873343,72.55100767822239
ORD000217,2026-02-23,Coffee,Delhi,New Delhi,110001,2,129,Blinkit,28.611205931655554,77.21617542255797
ORD000218,2026-06-02,Protein Bar,Maharashtra,Thane,400601,3,99,Zepto,19.23332357052096,72.9788409478042
ORD000219,2026-03-06,Energy Drink,Delhi,New Delhi,110001,1,49,Zepto,28.630186155455714,77.19519898541786
ORD000220,2026-04-02,Energy Drink,Maharashtra,Mumbai,400001,5,199,Zepto,19.05896617560645,72.87714452301104
ORD000221,2026-03-09,Protein Bar,Maharashtra,Thane,400601,2,249,Swiggy Instamart,19.222140654489394,72.97777305251905
ORD000222,2026-01-17,Shampoo,Maharashtra,Mumbai,400050,4,199,Swiggy Instamart,19.0389255789996,72.82860879960486
ORD000223,2026-01-28,Shampoo,Telangana,Hyderabad,500001,5,129,Swiggy Instamart,17.37195530499495,78.4933967254883
ORD000224,2026-06-18,Coffee,Maharashtra,Mumbai,400001,3,299,Swiggy Instamart,19.07966598246097,72.86830120213673
ORD000225,2026-01-16,Shampoo,Maharashtra,Mumbai,400001,4,249,Swiggy Instamart,19.070861330826634,72.86710786478112
ORD000226,2026-05-06,Snacks,Maharashtra,Mumbai,400050,4,79,Zepto,19.05897320902727,72.839051423205
ORD000227,2026-06-05,Energy Drink,Gujarat,Ahmedabad,380001,1,99,Blinkit,23.012642739536645,72.57644046515517
ORD000228,2026-06-12,Coffee,Telangana,Hyderabad,500001,5,199,Blinkit,17.37969742381628,78.47877127167737
